id,origem,titulo,descricao,cidade,estado,tipo,valor_avaliacao,lance_inicial,status_leilao,data_leilao,link,imagem_local
1,jeleiloes.com.br,Garagem no Ed. Acqua Royal,Garagem em Londrina,Londrina,PR,Garagem,50000,37500,Em andamento,2025-04-20,https://www.jeleiloes.com.br/oferta/leilao/imoveis/garagem,imagens_imoveis/imovel_1.jpg
